call_id,timestamp,channel,language,region,is_premium,prior_contacts_30d,sentiment,intent,best_queue,first_utterance,complexity_score,observed_aht_best,split
20adf989-cae4-4250-9fcb-50f86ee331e2,2025-08-05T11:36:33,phone,en,NA,0,0,-1,tech,Tech,The website crashes when I try to checkout.,3.57,802,train
12fbe628-3b10-4094-8606-b49402364747,2025-08-05T12:56:33,chat,en,APAC,0,0,0,account,Account,I can’t see my past orders in my account.,5.13,539,train
875460d8-4151-4298-a018-a3abf78121d2,2025-08-05T15:47:33,chat,en,LATAM,0,0,-1,retention,Retention,I want to cancel my subscription—it's too expensive.,4.35,817,train
bf73ae90-afac-4e05-b613-30646688aa38,2025-08-05T15:59:33,phone,en,NA,0,2,0,retention,Retention,I want to cancel my subscription—it's too expensive.,3.77,841,train
8801872e-c52c-4768-9f17-5886a5927b29,2025-08-05T16:10:33,chat,es,NA,1,1,0,billing,Billing,My invoice looks wrong—why is there an extra fee?,7.88,840,train
a4e010b1-efc0-4f32-b214-88d832999454,2025-08-05T16:26:33,chat,en,NA,0,0,0,account,Account,Please help me verify my profile and device.,4.37,586,train
068af0ab-e5fb-406c-b202-0585593aae9b,2025-08-05T16:33:33,phone,en,NA,1,1,0,billing,Billing,Can you help me with my billing statement?,3.92,589,train
66119634-84ef-4a01-809c-05f6e60bc90f,2025-08-05T16:48:33,phone,en,LATAM,0,1,-1,billing,Billing,My invoice looks wrong—why is there an extra fee?,5.58,862,val
51dc67b6-14a5-490b-a4b8-47aec7e15f14,2025-08-05T18:21:33,chat,en,EU,0,0,-1,retention,Retention,How do I close my account permanently?,6.17,856,train
2141b89a-47f4-4929-bcec-3267fca47d0d,2025-08-05T18:47:33,phone,en,EU,0,0,0,billing,Account,Can you help me with my billing statement?,4.96,640,train
1c42c7ef-2d5c-4b1e-ac86-b5fd3e35c328,2025-08-05T18:55:33,phone,en,NA,0,0,0,account,Account,I need to update my address and phone number.,2.19,357,train
df07fd84-3d9c-4b6e-8dde-08f522341563,2025-08-05T19:01:33,chat,en,LATAM,0,1,-1,account,Account,I can’t see my past orders in my account.,3.81,696,test
a5c7815b-5e6a-4af5-8c85-60cd20d0f442,2025-08-05T19:28:33,chat,en,NA,0,1,0,account,Account,I can’t see my past orders in my account.,2.88,508,train
60270dc4-db75-45a0-a3a1-b8db045a7364,2025-08-05T19:34:33,chat,en,EU,0,1,0,billing,Billing,Can you help me with my billing statement?,2.59,509,val
8dc7e043-1ab3-4526-913b-19e8f97f0c19,2025-08-05T20:05:33,phone,en,NA,0,2,0,account,Account,I can’t see my past orders in my account.,4.9,531,train
f287a0b1-0d14-44f4-b78d-104b7d7a9914,2025-08-05T22:56:33,phone,en,NA,0,1,1,account,Account,I need to update my address and phone number.,3.49,614,train
9735578e-d28c-4f99-96d4-733f720cc07d,2025-08-06T00:13:33,phone,en,NA,0,0,-1,retention,Retention,I want to cancel my subscription—it's too expensive.,4.33,705,train
8bf17019-81aa-4150-ae64-f08f28174f93,2025-08-06T01:38:33,phone,en,LATAM,1,2,0,billing,Billing,I want to change my payment method and check a recent charge.,6.61,756,train
222498cf-8ef5-4bfa-8333-07d70f39e262,2025-08-06T02:15:33,phone,en,LATAM,1,3,-1,retention,Tech,How do I close my account permanently?,5.78,832,train
f30a37b2-fe85-4b5b-acf5-b9db3b7dc534,2025-08-06T02:26:33,phone,es,EU,0,0,-1,account,Account,Please help me verify my profile and device.,6.49,646,train
c4c67d45-ce77-4b81-bd77-b2c0cb7a3c9f,2025-08-06T03:17:33,chat,en,LATAM,0,0,-1,account,Account,I can’t see my past orders in my account.,2,506,train
6adec083-90fc-487f-9492-94983e92ae12,2025-08-06T03:24:33,chat,en,EU,0,1,-1,account,Account,Please help me verify my profile and device.,6.63,887,train
69d01934-996e-4765-8e55-6617b05b5ab0,2025-08-06T04:48:33,chat,es,NA,1,0,1,tech,Tech,The website crashes when I try to checkout.,8.17,786,train
1ca191ac-f85e-4d5a-b3d2-88bbf9188933,2025-08-06T06:44:33,chat,en,EU,0,0,0,account,Account,Please help me verify my profile and device.,5.22,673,train
fc4d1fe1-6156-4e07-9bb3-30b4fdff55ca,2025-08-06T07:20:33,chat,es,NA,0,1,0,account,Account,How do I change the email on my account?,4.48,648,val
e9345c14-0eb3-4521-bf2b-b8560b4e69ef,2025-08-06T07:42:33,phone,en,NA,0,0,-1,tech,Tech,The app keeps showing an error and won't let me log in.,3.47,819,train
82899950-bbee-4d54-ba72-01ce026adfc1,2025-08-06T08:18:33,phone,en,EU,0,1,0,tech,Tech,The app keeps showing an bug and won't let me log in.,2.23,800,train
c2e199d9-b15f-4b95-99ed-978afe2e572a,2025-08-06T09:37:33,phone,en,NA,1,0,-1,billing,Billing,I was charged twice on my card and need a credit.,2.98,507,train
df770da6-55e1-4cc4-b2bd-ae7fed8a40fd,2025-08-06T09:51:33,chat,es,EU,0,1,-1,retention,Retention,How do I close my account permanently?,8.57,1038,test
63745103-6668-4dca-861c-a60085f41ff0,2025-08-06T09:52:33,phone,en,NA,0,1,-1,retention,Retention,I want to cancel my subscription—it's too expensive.,8.71,1025,train
ae8947a2-9b7c-4371-90a7-90d985488305,2025-08-06T10:23:33,phone,en,EU,0,0,0,tech,Tech,I’m getting a 500 bug on the payment page.,2.8,692,train
b90a7349-cfed-4e48-b6fc-9aa4e4f0452e,2025-08-06T10:26:33,phone,en,NA,1,0,-1,billing,Billing,My invoice looks wrong—why is there an extra fee?,5.89,631,val
e669f0c1-e9a1-4df8-8479-54ec30b66c94,2025-08-06T10:33:33,phone,en,LATAM,0,0,1,billing,Billing,I was charged twice on my card and need a refund.,3.53,592,val
6adbfda8-7403-4b1d-a12f-8e941b21d51f,2025-08-06T10:42:33,chat,en,APAC,0,0,0,account,Account,I can’t see my past orders in my account.,1.95,419,train
bbf3af2a-dded-49f6-9884-8412fe6b8b66,2025-08-06T12:26:33,chat,en,NA,0,0,-1,retention,Retention,I'm considering switching to a competitor—what can you offer?,9.9,1005,train
8e99b636-af04-4db4-ad3d-312af83cf861,2025-08-06T13:49:33,phone,en,NA,0,1,0,account,Account,I can’t see my past orders in my account.,4.59,629,train
870937dd-f350-4ae9-9c8c-febb29ba4944,2025-08-06T13:54:33,phone,en,NA,0,0,0,account,Billing,I need to update my address and phone number.,5.39,546,train
84b104f6-861d-4d43-a873-6e65f17cdbfe,2025-08-06T14:23:33,phone,en,NA,0,1,-1,billing,Billing,I want to change my payment method and check a recent charge.,2.15,656,val
5ac137c9-462e-4ae6-8bb2-fca94a15e0eb,2025-08-06T14:36:33,chat,en,NA,0,0,0,account,Account,I can’t see my past orders in my account.,5.23,533,val
0e1259be-eadb-41e0-b21f-07bd35521694,2025-08-06T15:09:33,chat,en,NA,0,0,-1,billing,Billing,I was charged twice on my card and need a refund.,4.7,643,train
880f1127-47fd-463a-8567-f5ae3bc8caf5,2025-08-06T16:34:33,phone,en,LATAM,1,0,0,tech,Tech,The website crashes when I try to checkout.,7.04,833,train
15f4f797-6e37-43c0-b16d-bd4e194f5ef1,2025-08-06T17:37:33,phone,en,NA,0,2,0,retention,Retention,I'm considering switching to a competitor—what can you offer?,1.33,598,train
04146623-fe0e-4a5f-8066-63586a4e9cc2,2025-08-06T18:47:33,phone,en,LATAM,0,1,1,tech,Tech,I’m getting a 500 issue on the payment page.,2.22,769,test
382570b4-6254-46db-b416-5b76004834e0,2025-08-06T18:51:33,chat,en,APAC,0,1,1,account,Account,I can’t see my past orders in my account.,5.95,728,train
8f9010d9-ef88-4a5e-88ed-7e6e6c29576a,2025-08-06T20:48:33,phone,en,EU,0,0,-1,billing,Billing,I want to change my payment method and check a recent charge.,7,794,train
09c6f462-95f5-4cb7-96ae-0a428b6a8e29,2025-08-06T20:59:33,phone,en,NA,0,0,-1,retention,Retention,Please pause or cancel my membership for a few months.,5.42,742,train
4f668d56-7a50-4d77-8b7f-9eaf7056e11c,2025-08-06T21:12:33,phone,en,NA,0,0,-1,retention,Retention,How do I close my account permanently?,5.08,762,train
9c21079e-6bc7-43a8-a78a-185ca3ce7cd5,2025-08-06T22:49:33,chat,en,NA,1,1,0,retention,Retention,I want to cancel my subscription—it's too expensive.,3.37,685,train
cac2349b-c399-4958-87e1-264662357c47,2025-08-07T01:39:33,chat,es,NA,0,0,-1,retention,Retention,How do I close my account permanently?,1.85,733,val
35b235ce-7acb-4089-8336-3efbadac8af2,2025-08-07T02:42:33,phone,es,APAC,0,0,0,tech,Tech,The app keeps showing an bug and won't let me log in.,4.27,698,train
237304b7-824d-4428-8eb4-da284411ff45,2025-08-07T03:52:33,chat,en,EU,0,1,0,account,Account,I can’t see my past orders in my account.,6.16,695,train
5a88d2b1-19eb-4a96-bd71-32bdbf1b01da,2025-08-07T05:05:33,chat,en,NA,0,1,-1,retention,Retention,I'm considering switching to a competitor—what can you offer?,4.54,881,train
9e1cdffa-464c-4260-a6b7-0800ccd352db,2025-08-07T05:32:33,chat,en,NA,0,1,-1,retention,Retention,Please pause or cancel my membership for a few months.,4.56,899,val
de72879f-a6c5-4ec2-ad89-1a45641ae513,2025-08-07T06:14:33,chat,en,EU,0,0,-1,billing,Billing,I was charged twice on my card and need a refund.,5.68,692,train
3e0f1322-723a-42ed-a6ba-193cbaf0ad3e,2025-08-07T06:25:33,phone,en,NA,0,1,1,tech,Tech,The app keeps showing an issue and won't let me log in.,3.58,820,train
635a91f1-90ec-45c8-bfcd-11d942777d0d,2025-08-07T07:22:33,phone,en,APAC,0,1,1,tech,Tech,The website crashes when I try to checkout.,1.65,767,test
c5c11cd6-4df9-434a-9ea9-17733a6e6603,2025-08-07T07:50:33,phone,en,NA,0,2,0,tech,Tech,My password reset link isn't working.,2.15,720,val
50e5449f-fa7f-4c3e-83da-d78f2ed844d7,2025-08-07T08:25:33,phone,en,NA,0,0,1,billing,Billing,I want to change my payment method and check a recent charge.,1.68,503,val
5b81e65d-0c2f-4c67-8d1d-d9eb37fef5bf,2025-08-07T10:17:33,phone,en,NA,0,1,-1,billing,Billing,Can you help me with my billing statement?,5.05,754,train
7efdc41e-993a-4c31-abeb-c8a0f46d41ac,2025-08-07T13:05:33,phone,en,APAC,0,0,-1,retention,Retention,Please pause or cancel my membership for a few months.,1.84,703,train
ee4fc781-39ab-4c07-b32b-1fea1c842025,2025-08-07T13:26:33,chat,en,EU,0,0,0,account,Billing,Please help me verify my profile and device.,6.49,630,train
e4b897f0-c2e5-4c8c-9b22-1e0f25f9a658,2025-08-07T13:46:33,chat,en,APAC,0,1,-1,retention,Retention,I'm considering switching to a competitor—what can you offer?,6.68,890,train
b703ed49-af10-4d4d-960e-547461c8b022,2025-08-07T13:50:33,phone,en,NA,0,2,-1,account,Account,How do I change the email on my account?,2.19,599,train
35137221-1ce3-4f48-a550-c4fdc2fb5821,2025-08-07T15:57:33,chat,en,LATAM,0,1,0,account,Tech,Please help me verify my profile and device.,8.9,789,train
452c955e-8292-47a5-be6b-696b168b5c06,2025-08-07T16:07:33,chat,en,NA,0,0,0,account,Account,I can’t see my past orders in my account.,3.28,480,train
b31d6dc1-67d2-431f-a4bf-950ca36831f5,2025-08-07T16:19:33,chat,en,NA,0,1,0,account,Account,I need to update my address and phone number.,5.8,618,train
38745972-4a76-4269-8b84-ff72f1f29371,2025-08-07T16:45:33,chat,en,APAC,0,1,1,tech,Billing,The app keeps showing an bug and won't let me log in.,2.97,847,train
1dafb6c4-bb85-44c5-9419-8ec0babca109,2025-08-07T17:12:33,chat,en,NA,0,0,0,account,Account,Please help me verify my profile and device.,7.75,608,test
564a1a64-9541-461b-b37c-0ac82f3339bd,2025-08-07T18:30:33,chat,es,LATAM,1,1,1,tech,Tech,The app keeps showing an issue and won't let me log in.,1.49,663,train
a5d06aff-df95-43ed-af39-7bfcda9daf0c,2025-08-07T19:21:33,chat,en,NA,1,0,0,billing,Billing,I was charged twice on my card and need a refund.,5.62,533,train
f60bd8f5-0cc9-48e7-8ad0-f5b821b7bd70,2025-08-07T21:09:33,phone,en,LATAM,0,0,0,account,Account,I can’t see my past orders in my account.,3.08,438,train
e612ccfb-5cd3-48c0-a8a5-9b2b7f2eb823,2025-08-07T21:17:33,chat,en,NA,0,0,0,billing,Billing,My invoice looks wrong—why is there an extra fee?,0.64,415,train
f6d5d6d5-ab69-499b-86e7-d0ff01198dac,2025-08-07T21:19:33,chat,en,NA,0,1,0,billing,Billing,Can you help me with my billing statement?,2.3,606,train
fc1e056d-ec20-4fd8-b2ba-1c1364a83232,2025-08-07T22:03:33,chat,en,NA,1,1,0,account,Account,I need to update my address and phone number.,2.69,522,train
020e83b0-a29c-4588-bc57-cbd5bd3da312,2025-08-07T22:57:33,phone,en,NA,0,5,0,account,Account,I need to update my address and phone number.,4.15,582,train
be1186a3-4ff3-4779-8022-f5935ac9814a,2025-08-07T23:38:33,phone,en,NA,0,2,1,account,Account,I can’t see my past orders in my account.,6.35,705,val
cfe694c4-c1c3-47c4-9746-32c97980f0bd,2025-08-08T01:10:33,phone,en,EU,0,1,1,account,Account,I can’t see my past orders in my account.,2.96,626,train
6f1bfc1a-cc1a-460d-9bae-fbd05d28aa3d,2025-08-08T01:22:33,chat,en,APAC,0,0,0,billing,Billing,My invoice looks wrong—why is there an extra fee?,5.92,709,train
b122d429-dfe3-4fad-94fc-5a8ff367e2a5,2025-08-08T01:33:33,phone,en,EU,0,1,-1,billing,Billing,My invoice looks wrong—why is there an extra fee?,3.73,660,train
5274095b-36b4-430d-b103-031919f8dcf4,2025-08-08T01:46:33,chat,en,NA,1,3,-1,billing,Billing,My invoice looks wrong—why is there an extra fee?,3.83,669,train
467af740-2422-4697-b940-6a265fb0194f,2025-08-08T02:34:33,chat,es,LATAM,0,1,1,retention,Retention,How do I close my account permanently?,3.69,799,train
7e5b627a-663f-4a60-b54a-3d2c1d62c692,2025-08-08T03:27:33,phone,es,NA,0,2,-1,account,Account,Please help me verify my profile and device.,6.61,784,train
d86a500f-2825-4931-be0f-a4a557361b32,2025-08-08T03:41:33,phone,en,NA,0,1,0,retention,Retention,Please pause or cancel my membership for a few months.,3.9,898,train
9034a704-7b36-46c4-a7b8-c113f8dd830f,2025-08-08T05:37:33,chat,en,NA,0,1,0,billing,Billing,My invoice looks wrong—why is there an extra fee?,9.89,920,val
7f312144-95d8-4339-aacb-f03475e8d3df,2025-08-08T06:19:33,chat,es,NA,0,0,0,tech,Tech,My password reset link isn't working.,1.22,636,test
25af7c1b-3ee5-4f98-b003-47eb2a5c9979,2025-08-08T07:09:33,phone,en,NA,0,0,0,tech,Tech,My password reset link isn't working.,9.63,989,val
00f59f77-7d8f-43c8-b833-4e5ad67d18cc,2025-08-08T08:38:33,phone,es,NA,0,4,0,billing,Billing,I was charged twice on my card and need a reversal.,0.43,597,train
630b7424-f742-4556-a9d2-89fac56a4bab,2025-08-08T09:50:33,chat,es,NA,0,0,0,account,Account,I need to update my address and phone number.,4.9,555,train
957d145c-5778-4cc3-99cd-247550e6dfe9,2025-08-08T13:39:33,phone,en,LATAM,0,0,-1,billing,Billing,My invoice looks wrong—why is there an extra fee?,5.87,685,test
c4d8c0ba-fba2-4009-ad15-0c51004d8458,2025-08-08T14:02:33,chat,en,NA,0,1,0,tech,Tech,The website crashes when I try to checkout.,4.22,912,train
dbe59637-62ad-4acc-a79d-76c20c4b05aa,2025-08-08T14:06:33,chat,es,NA,0,1,-1,account,Account,I can’t see my past orders in my account.,1.54,600,val
5c09855b-6761-42d5-a8ad-11f13d906f3c,2025-08-08T14:19:33,phone,es,NA,1,0,0,billing,Billing,My invoice looks wrong—why is there an extra fee?,1.45,394,train
2289aca5-8e1b-4c9a-acb5-dde7035a34ac,2025-08-08T14:56:33,chat,en,NA,1,0,0,retention,Retention,I'm considering switching to a competitor—what can you offer?,3.81,632,train
946cf429-c8b0-45b3-a687-23fdb7f96ffd,2025-08-08T15:19:33,phone,en,NA,0,1,0,account,Account,I can’t see my past orders in my account.,9.63,825,train
c80d3db6-69ed-4918-aab6-9393a29fff57,2025-08-08T15:54:33,chat,en,NA,0,0,1,tech,Tech,I’m getting a 500 error on the payment page.,5.38,782,train
faea17b4-2403-42cf-8911-3e56713ca894,2025-08-08T18:05:33,phone,en,LATAM,0,0,0,tech,Tech,My password reset link isn't working.,2.93,685,train
6289002b-3cfb-45a7-86a9-a99fa1db14f4,2025-08-08T19:36:33,phone,en,NA,0,0,-1,tech,Tech,My password reset link isn't working.,2.01,655,test
df84727f-1c8c-4503-9b04-1cea672ef011,2025-08-08T20:33:33,chat,es,APAC,0,0,1,tech,Tech,I’m getting a 500 bug on the payment page.,7.1,843,train
549ca367-4696-4b69-aac3-4370e40d29d8,2025-08-08T21:12:33,chat,en,LATAM,0,0,1,retention,Retention,How do I close my account permanently?,2.75,700,train
298c3aa3-4cf6-4dc2-b591-e2196b6d9d7b,2025-08-08T21:21:33,phone,en,EU,0,0,-1,billing,Billing,I want to change my payment method and check a recent charge.,5.57,731,test
796e56cb-a68b-4da5-9178-7031cce65bd0,2025-08-08T22:56:33,phone,en,NA,1,1,-1,billing,Billing,My invoice looks wrong—why is there an extra fee?,3.31,643,train
7758e056-d76c-42c5-9a99-84110b99b51c,2025-08-08T23:11:33,phone,en,APAC,0,1,-1,tech,Tech,The website crashes when I try to checkout.,4.09,895,train
cad5f93c-682b-4364-9929-b75975bf8054,2025-08-09T00:16:33,chat,en,NA,0,1,-1,tech,Tech,I’m getting a 500 error on the payment page.,6.04,992,train
65d819c7-dcf0-494e-8147-4ba1c66e0c71,2025-08-09T00:18:33,phone,en,EU,0,0,-1,tech,Tech,The app keeps showing an issue and won't let me log in.,1.76,726,train
d50caf07-8acb-4a9c-9efd-0e409f01c205,2025-08-09T01:41:33,phone,en,LATAM,0,1,0,tech,Tech,The app keeps showing an issue and won't let me log in.,2.32,767,train
81bfb73c-828c-4af6-9bd8-88f43bc96db4,2025-08-09T03:02:33,phone,en,NA,0,3,1,account,Account,How do I change the email on my account?,6.56,690,train
87e27e59-e5cb-425b-9659-2aa67b4f96ec,2025-08-09T04:42:33,phone,en,NA,0,0,0,retention,Retention,I'm considering switching to a competitor—what can you offer?,7.72,801,val
27faaa6b-98a9-4f87-bc4a-5597cc46dc4a,2025-08-09T05:45:33,phone,en,NA,1,0,0,retention,Retention,I want to cancel my subscription—it's too expensive.,1.09,516,train
34c4304e-87d6-4269-8d9d-424b56895932,2025-08-09T06:41:33,chat,en,NA,0,0,0,billing,Billing,I want to change my payment method and check a recent charge.,2.01,397,train
1bc5018a-cfee-4671-9ce4-2b62a46603f3,2025-08-09T06:43:33,phone,en,NA,1,1,0,account,Account,I need to update my address and phone number.,3.02,516,train
